sequence	group	net_charge	gravy_index
dbAMP_00978	dbamp	1.91514203	-0.404166667
dbAMP_00998	dbamp	-6.229992919	-3.5
dbAMP_01001	dbamp	-2.257458844	0.94
dbAMP_01022	dbamp	1.761025834	-2.9
dbAMP_01028	dbamp	3.87512581	-0.042105263
dbAMP_01034	dbamp	2.883302318	0.052830189
dbAMP_01035	dbamp	2.79612813	0.047169811
dbAMP_01039	dbamp	-2.148559455	0.081818182
dbAMP_01052	dbamp	1.785620538	-0.313888889
dbAMP_01069	dbamp	-28.11188746	-0.530196078
dbAMP_01074	dbamp	-1.259456846	0.326666667
dbAMP_01075	dbamp	-4.329999861	0.885526316
dbAMP_01079	dbamp	-0.248688615	-0.045454545
dbAMP_01112	dbamp	2.759965046	-1.534615385
dbAMP_01128	dbamp	-1.064429248	-1.214285714
dbAMP_01146	dbamp	-0.235987163	-1.49
dbAMP_01165	dbamp	-2.237656864	-1.033333333
dbAMP_01169	dbamp	1.737546151	0.258490566
dbAMP_01207	dbamp	1.374082593	-2.094736842
dbAMP_01209	dbamp	1.761435895	-0.686363636
dbAMP_01263	dbamp	-2.245868153	1.122222222
dbAMP_01265	dbamp	-2.275571123	0.964516129
dbAMP_01272	dbamp	-0.065438249	-0.433333333
dbAMP_01287	dbamp	-0.018601756	0.58028169
dbAMP_01390	dbamp	-3.160930859	-0.095
dbAMP_01392	dbamp	4.180434586	-0.981818182
dbAMP_01402	dbamp	-2.139924027	-0.893442623
dbAMP_01429	dbamp	3.832821615	-0.726666667
dbAMP_01435	dbamp	-2.16054846	-1.09
dbAMP_01439	dbamp	3.829079131	0.783076923
dbAMP_01469	dbamp	3.900305583	-0.375471698
dbAMP_01470	dbamp	0.905114047	0.127777778
dbAMP_01482	dbamp	-0.076997194	0.133333333
dbAMP_01483	dbamp	-3.07206697	-0.418181818
dbAMP_01488	dbamp	-3.159241158	-0.445454545
dbAMP_01490	dbamp	-1.16206162	-1.444444444
dbAMP_01519	dbamp	-1.164049622	-1.026666667
dbAMP_01547	dbamp	2.921228324	-0.461538462
dbAMP_01555	dbamp	3.833644075	-0.45
dbAMP_01581	dbamp	1.997380761	-0.178
dbAMP_01582	dbamp	2.00628275	-0.248
dbAMP_01585	dbamp	-5.221420694	-1.106896552
dbAMP_01596	dbamp	5.764730516	-0.569230769
dbAMP_01598	dbamp	3.75610561	0.752631579
dbAMP_01608	dbamp	1.748202622	0.691666667
dbAMP_01611	dbamp	0.739290633	0.818181818
dbAMP_01628	dbamp	1.830022962	0.274285714
dbAMP_01648	dbamp	3.757094611	0.969230769
dbAMP_01701	dbamp	1.758093612	1.046153846
dbAMP_01716	dbamp	0.760091614	1.576923077
dbAMP_01719	dbamp	1.020615178	0.373684211
dbAMP_01746	dbamp	3.810701585	0.144
dbAMP_01761	dbamp	0.759102613	1.669230769
dbAMP_01836	dbamp	4.743309377	0.475
dbAMP_01840	dbamp	3.759194373	-0.438461538
dbAMP_01842	dbamp	2.759204373	-0.1
dbAMP_01845	dbamp	1.717500651	-0.013636364
dbAMP_01846	dbamp	1.718489652	0.004545455
dbAMP_01851	dbamp	0.759102613	1.761538462
dbAMP_01905	dbamp	-0.239898386	1.553846154
dbAMP_01948	dbamp	2.757104611	1.425
dbAMP_01954	dbamp	1.760081614	1.9
dbAMP_01994	dbamp	0.759102613	1.730769231
dbAMP_02002	dbamp	0.759102613	1.9
dbAMP_02005	dbamp	0.759102613	1.815384615
dbAMP_02007	dbamp	1.758103612	1.476923077
dbAMP_02009	dbamp	0.759102613	1.461538462
dbAMP_02037	dbamp	0.759102613	2.023076923
dbAMP_02099	dbamp	0.759102613	1.884615385
dbAMP_02100	dbamp	1.758103612	1.346666667
dbAMP_02102	dbamp	0.760091614	1.807692308
dbAMP_02105	dbamp	1.759092613	1.715384615
dbAMP_02121	dbamp	0.760091614	1.653846154
dbAMP_02129	dbamp	2.737302631	1.515
dbAMP_02135	dbamp	3.738281632	1.252173913
dbAMP_02136	dbamp	-0.239898386	1.992307692
dbAMP_02137	dbamp	0.759102613	1.853846154
dbAMP_02151	dbamp	0.761903075	-0.8
dbAMP_02257	dbamp	3.845369561	0.086666667
dbAMP_02281	dbamp	-2.236966164	0.045
dbAMP_02334	dbamp	1.741027313	-0.411320755
dbAMP_02356	dbamp	10.73698707	-0.417142857
dbAMP_02383	dbamp	0.739300633	1.8
dbAMP_02392	dbamp	1.758205372	0.013333333
dbAMP_02409	dbamp	5.843239799	-0.627272727
dbAMP_02430	dbamp	0.836375811	0.873809524
dbAMP_02438	dbamp	4.755106609	-0.435294118
dbAMP_02440	dbamp	3.760995835	-0.932
dbAMP_02464	dbamp	-1.238777625	-1.1
dbAMP_02471	dbamp	-3.271592921	0.114444444
dbAMP_02491	dbamp	-4.147550454	0.06547619
dbAMP_02492	dbamp	-4.147550454	0.04375
dbAMP_02493	dbamp	-4.147550454	0.013095238
dbAMP_02575	dbamp	2.873950268	-0.775
dbAMP_02595	dbamp	1.759092613	0.71875
dbAMP_02677	dbamp	3.743005315	-0.8
dbAMP_02699	dbamp	2.740905553	-0.169090909
dbAMP_02700	dbamp	3.740130072	-0.247457627
dbAMP_02716	dbamp	-1.150912737	-0.2
dbAMP_02717	dbamp	-1.151911738	0.4
dbAMP_02719	dbamp	-0.239898386	0.873333333
dbAMP_02720	dbamp	-0.239898386	0.836666667
dbAMP_02728	dbamp	-0.179626706	0.176
dbAMP_02774	dbamp	-5.584785921	-0.531390135
dbAMP_02899	dbamp	2.8272025	-0.364285714
dbAMP_02957	dbamp	8.751110605	-0.159090909
dbAMP_02960	dbamp	3.845091259	-0.013043478
dbAMP_03222	dbamp	0.90555948	0.111538462
dbAMP_03243	dbamp	2.844278799	0.066666667
dbAMP_03435	dbamp	-1.238777625	1.672727273
dbAMP_03437	dbamp	2.708578662	0.240540541
dbAMP_03438	dbamp	-1.268358835	0.735483871
dbAMP_03485	dbamp	6.753108607	0.3
dbAMP_03566	dbamp	2.758093612	0.63
dbAMP_03769	dbamp	-4.227053577	-0.982608696
dbAMP_03879	dbamp	1.834499569	0.259259259
dbAMP_03884	dbamp	3.929566746	-0.387096774
dbAMP_03885	dbamp	3.928567745	-0.415151515
dbAMP_03893	dbamp	-1.266790894	1.343333333
dbAMP_03894	dbamp	6.807537062	-0.446601942
dbAMP_03897	dbamp	-0.093441519	0.12
dbAMP_03899	dbamp	-0.160813727	-0.104761905
dbAMP_03900	dbamp	-0.180615707	0.0875
dbAMP_03907	dbamp	1.836365811	-0.058333333
dbAMP_03958	dbamp	-0.239898386	0.484210526
dbAMP_03979	dbamp	8.754077608	-1.122222222
dbAMP_04052	dbamp	-0.237097924	-1.4
dbAMP_04054	dbamp	0.65974319	-0.274901961
dbAMP_04057	dbamp	3.751326863	-1.1
dbAMP_04059	dbamp	-1.092442518	0.452
dbAMP_04096	dbamp	0.848078263	-0.47
dbAMP_04097	dbamp	0.848078263	-0.411111111
dbAMP_04099	dbamp	2.727391641	0.227272727
dbAMP_04175	dbamp	0.761202375	-0.378947368
dbAMP_04191	dbamp	3.845613081	-0.743589744
dbAMP_04192	dbamp	3.845613081	-0.841025641
dbAMP_04206	dbamp	5.700635674	0.177777778
dbAMP_04240	dbamp	2.757104611	1.252631579
dbAMP_04312	dbamp	2.727513401	0.36
dbAMP_04374	dbamp	4.846192021	-0.3225
dbAMP_04388	dbamp	2.758093612	0.666666667
dbAMP_04402	dbamp	-1.267789895	1.24
dbAMP_04520	dbamp	2.811700586	0.03255814
dbAMP_04536	dbamp	-0.242773629	-0.305555556
dbAMP_04539	dbamp	2.84562308	-0.197297297
dbAMP_04540	dbamp	-0.289403336	1.117647059
dbAMP_04541	dbamp	1.717500651	0.427272727
dbAMP_04542	dbamp	1.717500651	0.395454545
dbAMP_04562	dbamp	-0.239654866	0.871428571
dbAMP_04572	dbamp	0.759102613	1.7
dbAMP_04593	dbamp	1.729379643	0.011111111
dbAMP_04667	dbamp	4.75703983	0.168965517
dbAMP_04668	dbamp	1.761399869	-0.236585366
dbAMP_04687	dbamp	-2.225051418	-0.60625
dbAMP_04689	dbamp	0.759102613	1.552941176
dbAMP_04690	dbamp	0.759102613	1.711764706
dbAMP_04702	dbamp	3.75610561	0.869230769
dbAMP_04704	dbamp	0.760914074	0.776923077
dbAMP_04739	dbamp	1.758103612	-0.414285714
dbAMP_04770	dbamp	1.759092613	-0.783333333
dbAMP_04775	dbamp	0.759102613	1.392307692
dbAMP_04789	dbamp	2.757104611	1.021428571
dbAMP_04799	dbamp	2.757104611	0.671428571
dbAMP_04839	dbamp	-4.217219112	-0.532484076
dbAMP_04876	dbamp	-2.158693965	0.825
dbAMP_04877	dbamp	-2.158693965	0.736363636
dbAMP_04882	dbamp	-0.259700366	2.6125
dbAMP_04885	dbamp	2.794773849	0.482352941
dbAMP_04901	dbamp	-1.237087924	1.271428571
dbAMP_04902	dbamp	-1.237087924	1.11
dbAMP_04903	dbamp	0.719498653	0.559090909
dbAMP_04906	dbamp	2.881948037	0.414705882
dbAMP_04907	dbamp	2.794773849	0.405882353
dbAMP_04908	dbamp	2.794773849	0.397058824
dbAMP_04909	dbamp	2.794773849	0.523529412
dbAMP_04910	dbamp	2.794773849	0.448387097
dbAMP_04911	dbamp	-1.199418686	0.1625
dbAMP_04925	dbamp	2.020980458	-0.553125
dbAMP_04934	dbamp	-2.235276463	0.128571429
dbAMP_04935	dbamp	-2.237843405	1.001724138
dbAMP_04936	dbamp	-0.152490678	0.98245614
dbAMP_04937	dbamp	-0.152490678	0.996551724
dbAMP_04938	dbamp	-0.152490678	1.036206897
dbAMP_04939	dbamp	-0.240897387	0.1125
dbAMP_04963	dbamp	-0.113121739	-0.393103448
dbAMP_04993	dbamp	-2.244635632	-0.033333333
dbAMP_05025	dbamp	9.020803094	-1.498969072
dbAMP_05028	dbamp	-0.093441519	0.051851852
dbAMP_05029	dbamp	-0.08453953	0.292592593
dbAMP_05032	dbamp	1.84552132	0.141176471
dbAMP_05033	dbamp	5.842270798	-0.970967742
dbAMP_05035	dbamp	6.753108607	0.16875
dbAMP_05036	dbamp	3.778007345	-1.627272727
dbAMP_05051	dbamp	7.755076609	-1.715789474
dbAMP_05124	dbamp	3.75610561	0.328571429
dbAMP_05125	dbamp	1.759037832	-0.3875
dbAMP_05128	dbamp	1.902870778	-0.011111111
dbAMP_05139	dbamp	4.755106609	-0.127272727
dbAMP_05145	dbamp	0.903869779	0.053846154
dbAMP_05153	dbamp	3.758973051	-0.805714286
dbAMP_05154	dbamp	3.761661753	-0.8
dbAMP_05155	dbamp	7.752109606	-0.365217391
dbAMP_05164	dbamp	5.754107608	-0.071428571
dbAMP_05191	dbamp	1.016750934	-0.244444444
dbAMP_05211	dbamp	1.910773766	-0.606976744
dbAMP_05212	dbamp	1.910773766	-0.665116279
dbAMP_05213	dbamp	2.822600577	-0.43255814
dbAMP_05214	dbamp	0.054541932	-0.318604651
dbAMP_05215	dbamp	-0.032632257	-0.241860465
dbAMP_05248	dbamp	-1.235276463	-0.26
dbAMP_05273	dbamp	1.739290633	0.88
dbAMP_05274	dbamp	-0.268368835	0.195454545
dbAMP_05285	dbamp	2.82558758	-0.333333333
dbAMP_05297	dbamp	10.7534432	-0.642424242
dbAMP_05298	dbamp	17.83857159	-0.505072464
dbAMP_05363	dbamp	5.753108607	-0.423076923
dbAMP_05368	dbamp	1.718489652	-0.128571429
dbAMP_05369	dbamp	3.822600577	-0.548837209
dbAMP_05370	dbamp	3.735426389	-0.555813953
dbAMP_05373	dbamp	-2.246745394	-1.18
dbAMP_05392	dbamp	1.84620202	-1.011538462
dbAMP_05403	dbamp	2.825279279	-0.557142857
dbAMP_05405	dbamp	9.904759761	-0.298275862
dbAMP_05435	dbamp	1.758103612	0.914285714
dbAMP_05452	dbamp	0.828276282	0.911363636
dbAMP_05492	dbamp	4.755106609	0.193333333
dbAMP_05493	dbamp	4.755106609	0.26
dbAMP_05521	dbamp	6.840282795	-0.670588235
dbAMP_05554	dbamp	2.735426389	-0.151162791
dbAMP_05555	dbamp	4.811568826	-0.425
dbAMP_05556	dbamp	4.888842024	-0.421621622
dbAMP_05557	dbamp	0.911772767	-0.777777778
dbAMP_05558	dbamp	1.890971786	-0.368181818
dbAMP_05559	dbamp	1.910773766	-0.574418605
dbAMP_05560	dbamp	3.995939953	-0.585714286
dbAMP_05561	dbamp	1.913452469	-0.397222222
dbAMP_05562	dbamp	1.913452469	-0.410810811
dbAMP_05563	dbamp	1.913452469	-0.391891892
dbAMP_05564	dbamp	1.933254449	-0.321621622
dbAMP_05565	dbamp	1.933254449	-0.57027027
dbAMP_05566	dbamp	0.931574748	-0.554054054
dbAMP_05567	dbamp	3.724526398	-0.123255814
dbAMP_05568	dbamp	3.734427388	-0.253488372
dbAMP_05569	dbamp	3.734427388	-0.253488372
dbAMP_05570	dbamp	2.735426389	-0.313636364
dbAMP_05571	dbamp	0.979023216	-0.297297297
dbAMP_05572	dbamp	2.977146974	-0.493181818
dbAMP_05573	dbamp	2.977146974	-0.429545455
dbAMP_05574	dbamp	2.987047964	-0.554761905
dbAMP_05575	dbamp	2.977146974	-0.473809524
dbAMP_05576	dbamp	2.977025214	-0.278378378
dbAMP_05577	dbamp	0.816919111	-0.35
dbAMP_05593	dbamp	2.75646089	0.937142857
dbAMP_05605	dbamp	0.829332262	0.1640625
dbAMP_05741	dbamp	-3.175446771	-0.191
dbAMP_05742	dbamp	-3.175446771	-0.211881188
dbAMP_05743	dbamp	-3.172646309	-0.446534653
dbAMP_05744	dbamp	-3.172646309	-0.446534653
dbAMP_05748	dbamp	-3.653839459	-0.427522936
dbAMP_05768	dbamp	1.93368451	0.826229508
dbAMP_05820	dbamp	-2.230729883	1.771428571
dbAMP_05857	dbamp	3.757094611	0.8875
dbAMP_05865	dbamp	-2.237656864	1.461538462
dbAMP_05869	dbamp	-0.239898386	1.669230769
dbAMP_05934	dbamp	0.847265803	-0.208333333
dbAMP_05989	dbamp	6.787735081	-0.551428571
dbAMP_06011	dbamp	3.758083612	-0.554545455
dbAMP_06016	dbamp	4.845247801	0.484615385
dbAMP_06027	dbamp	-2.256768144	1.294285714
dbAMP_06033	dbamp	7.699450132	0.222222222
dbAMP_06039	dbamp	0.759102613	0.84
dbAMP_06043	dbamp	0.759102613	0.74
dbAMP_06066	dbamp	4.840272796	-0.653571429
dbAMP_06068	dbamp	3.75610561	1.507142857
dbAMP_06069	dbamp	4.754229368	0.886666667
dbAMP_06070	dbamp	3.75691807	1.058333333
dbAMP_06081	dbamp	1.848900722	0.750819672
dbAMP_06092	dbamp	1.000944958	-0.448571429
dbAMP_06096	dbamp	1.757104611	1.209090909
dbAMP_06099	dbamp	-26.43822289	-0.081854839
dbAMP_06100	dbamp	-26.43904535	-0.085483871
dbAMP_06132	dbamp	1.498600205	0.584
dbAMP_06133	dbamp	7.579350327	-0.019607843
dbAMP_06150	dbamp	3.105486417	-0.405714286
dbAMP_06151	dbamp	7.102404633	-0.527083333
dbAMP_06215	dbamp	5.4936052	0.3
dbAMP_06224	dbamp	-1.40559084	-0.066145833
dbAMP_06225	dbamp	0.857956706	-0.028235294
dbAMP_06256	dbamp	5.502585527	0.548571429
dbAMP_06257	dbamp	6.499775065	0.658571429
dbAMP_06258	dbamp	5.502585527	0.538571429
dbAMP_06259	dbamp	-5.9357563	-0.867843137
dbAMP_06271	dbamp	-1.566233681	0.248214286
dbAMP_06272	dbamp	0.716187379	-0.294814815
dbAMP_06281	dbamp	-0.567354442	0.282142857
dbAMP_06286	dbamp	-5.425199563	0.060714286
dbAMP_06339	dbamp	-13.0404585	-0.321176471
dbAMP_06361	dbamp	2.72201197	-0.074242424
dbAMP_06404	dbamp	-0.272595722	-0.457254902
dbAMP_06469	dbamp	-12.14486091	-0.262275449
dbAMP_06486	dbamp	-1.139116537	-0.230980392
dbAMP_06507	dbamp	-5.305763264	-0.064912281
dbAMP_06533	dbamp	-3.339421013	-0.221621622
dbAMP_06615	dbamp	-2.19908965	0.066666667
dbAMP_06622	dbamp	-8.926492348	-0.209019608
dbAMP_06631	dbamp	3.535260442	0.158
dbAMP_06632	dbamp	-12.90071623	0.046245059
dbAMP_06639	dbamp	-10.83825438	-0.021176471
dbAMP_06640	dbamp	5.667066336	-0.559259259
dbAMP_06682	dbamp	3.476613682	-0.027868852
dbAMP_06696	dbamp	-13.26678881	-0.35372549
dbAMP_06697	dbamp	-13.26678881	-0.35372549
dbAMP_06698	dbamp	-13.26678881	-0.344313725
dbAMP_06717	dbamp	-1.49477987	0.570454545
dbAMP_06735	dbamp	-5.337202914	0.041176471
dbAMP_06736	dbamp	0.657460224	-0.306557377
dbAMP_06737	dbamp	0.569287034	-0.275409836
dbAMP_06738	dbamp	-3.531218088	-0.303174603
dbAMP_06739	dbamp	-1.492968409	0.063636364
dbAMP_06745	dbamp	-3.255361349	-0.249056604
dbAMP_06750	dbamp	-2.44497812	-0.295744681
dbAMP_06752	dbamp	-2.533151309	-0.393617021
dbAMP_06754	dbamp	-0.494911629	0.307692308
dbAMP_06755	dbamp	-8.77207879	-1.174468085
dbAMP_06756	dbamp	-11.21726534	-0.689534884
dbAMP_06757	dbamp	-10.29530402	-0.674712644
dbAMP_06769	dbamp	6.630019318	-0.65
dbAMP_06789	dbamp	6.861358305	-1.241044776
dbAMP_06808	dbamp	3.177862807	-0.089803922
dbAMP_06809	dbamp	3.177862807	-0.089803922
dbAMP_06810	dbamp	3.177862807	-0.103137255
dbAMP_06811	dbamp	3.177862807	-0.103137255
dbAMP_06812	dbamp	3.177862807	-0.103137255
dbAMP_06917	dbamp	-1.420975101	0.869189189
dbAMP_06922	dbamp	5.590882674	-0.608247423
dbAMP_07374	dbamp	5.583458091	-0.109302326
dbAMP_07375	dbamp	5.581470089	0.202272727
dbAMP_07376	dbamp	5.58315979	0.202272727
dbAMP_07377	dbamp	3.494360682	1.010810811
dbAMP_07378	dbamp	5.583458091	-0.144186047
dbAMP_07404	dbamp	1.429658555	0.305357143
dbAMP_07419	dbamp	-13.39994046	-0.563529412
dbAMP_07516	dbamp	2.385166718	-0.879646018
dbAMP_07519	dbamp	14.2920355	-1.329787234
dbAMP_07523	dbamp	-12.48170396	0.216541353
dbAMP_07524	dbamp	-11.48282472	0.278947368
dbAMP_07548	dbamp	2.564776872	0.14516129
dbAMP_07550	dbamp	-4.532954768	0.063043478
dbAMP_07551	dbamp	-3.532964768	-0.015217391
dbAMP_07552	dbamp	-3.241745677	-0.403448276
dbAMP_07556	dbamp	9.734120243	-0.169135802
dbAMP_07562	dbamp	1.500168147	1.387096774
dbAMP_07608	dbamp	2.459500404	0.115
dbAMP_07795	dbamp	-4.342702078	-0.211764706
dbAMP_07797	dbamp	-7.253099827	0.230232558
dbAMP_07848	dbamp	3.496472641	0.080851064
dbAMP_07849	dbamp	3.496472641	0.081914894
dbAMP_07850	dbamp	3.496472641	0.106382979
dbAMP_07851	dbamp	3.496472641	0.097826087
dbAMP_07852	dbamp	2.497471642	0.132608696
dbAMP_07853	dbamp	2.500458645	0.14893617
dbAMP_07854	dbamp	2.497471642	0.086170213
dbAMP_07906	dbamp	0.549895115	-0.067164179
dbAMP_07911	dbamp	7.712395042	-0.1140625
dbAMP_07912	dbamp	5.627042315	-0.001538462
dbAMP_07913	dbamp	5.637932306	-0.044444444
dbAMP_07914	dbamp	5.627042315	0.035384615
dbAMP_07915	dbamp	6.624231853	-0.001538462
dbAMP_07937	dbamp	-1.52448284	0.686046512
dbAMP_07938	dbamp	-3.342702078	0.171428571
dbAMP_07939	dbamp	-3.342702078	-0.052941176
dbAMP_07940	dbamp	-3.342702078	0.214285714
dbAMP_07947	dbamp	3.720836428	-0.453225806
dbAMP_07948	dbamp	2.635782001	-0.487096774
dbAMP_07949	dbamp	3.721835429	-0.482258065
dbAMP_07950	dbamp	3.721835429	-0.437096774
dbAMP_07952	dbamp	6.540978887	-0.081690141
dbAMP_07953	dbamp	3.565589332	0.184507042
dbAMP_07954	dbamp	5.476695443	0.318421053
dbAMP_07958	dbamp	6.55355858	-0.046478873
dbAMP_07959	dbamp	5.550758118	0.030555556
dbAMP_07960	dbamp	5.467383392	-0.078873239
dbAMP_07962	dbamp	5.467383392	0.01971831
dbAMP_07963	dbamp	7.463573929	-0.004225352
dbAMP_07964	dbamp	5.467383392	-0.014084507
dbAMP_07965	dbamp	4.546888112	-0.170833333
dbAMP_07966	dbamp	6.630953538	-0.082432432
dbAMP_07968	dbamp	5.47449392	-0.243103448
dbAMP_07969	dbamp	5.47449392	-0.25
dbAMP_07970	dbamp	5.47449392	-0.243103448
dbAMP_07974	dbamp	3.721835429	-0.611290323
dbAMP_08150	dbamp	2.719089748	-0.338181818
dbAMP_08161	dbamp	1.506780269	-0.655
dbAMP_08173	dbamp	2.720078749	-0.347272727
dbAMP_08174	dbamp	2.459313863	0.045901639
dbAMP_08175	dbamp	3.458193102	0.045901639
dbAMP_08196	dbamp	-7.335083153	0.019607843
dbAMP_08204	dbamp	1.480711446	0.233333333
dbAMP_08227	dbamp	3.568978734	-0.413114754
dbAMP_08312	dbamp	4.584447092	-0.683333333
dbAMP_08330	dbamp	0.558082981	-0.245833333
dbAMP_08333	dbamp	-2.427472443	-0.209859155
dbAMP_08334	dbamp	-1.4249255	-0.298591549
dbAMP_08351	dbamp	4.478293383	-0.461290323
dbAMP_08363	dbamp	2.451830936	-0.035849057
dbAMP_08405	dbamp	5.494966601	-0.588636364
dbAMP_08416	dbamp	-0.155430771	-0.687704918
dbAMP_08466	dbamp	2.498982604	1.00625
dbAMP_08471	dbamp	3.721713669	-0.296428571
dbAMP_08488	dbamp	-3.527652145	0.182758621
dbAMP_08489	dbamp	-2.528772906	0.236206897
dbAMP_08492	dbamp	-1.341419015	-0.637313433
dbAMP_08510	dbamp	-6.391220089	-0.003174603
dbAMP_08511	dbamp	-5.509329769	-0.184210526
dbAMP_08516	dbamp	-10.92448135	0.096862745
dbAMP_08530	dbamp	2.497471642	0.085106383
dbAMP_08713	dbamp	3.478181623	-0.358823529
dbAMP_08787	dbamp	-4.429577966	-0.070833333
dbAMP_08788	dbamp	-4.342403777	-0.175
dbAMP_08789	dbamp	-3.342823838	-0.239583333
dbAMP_08801	dbamp	-1.513955931	-0.221917808
dbAMP_08804	dbamp	-2.509069263	-0.251612903
dbAMP_08805	dbamp	-3.402993758	-0.08
dbAMP_08807	dbamp	1.540881366	-0.209090909
dbAMP_08808	dbamp	0.541880367	-0.083636364
dbAMP_08809	dbamp	0.541880367	-0.081818182
dbAMP_08811	dbamp	-10.0149996	-0.096078431
dbAMP_08812	dbamp	-12.09703126	-0.042745098
dbAMP_08813	dbamp	-9.013219356	-0.11372549
dbAMP_08814	dbamp	-11.83971822	-0.096862745
dbAMP_08815	dbamp	-14.00766897	-0.117647059
dbAMP_08817	dbamp	-13.91041725	-0.08745098
dbAMP_08819	dbamp	-10.02601135	-0.023137255
dbAMP_08821	dbamp	-11.10938743	-0.137254902
dbAMP_08824	dbamp	-16.91448502	-0.151764706
dbAMP_08826	dbamp	-0.343240476	-0.596721311
dbAMP_08831	dbamp	-4.534644469	0.004347826
dbAMP_08853	dbamp	3.569145275	-0.334375
dbAMP_08860	dbamp	-0.439493195	-0.282191781
dbAMP_08861	dbamp	-0.429470445	-0.259210526
dbAMP_08862	dbamp	-0.429470445	-0.248684211
dbAMP_08863	dbamp	-0.429470445	-0.282894737
dbAMP_08868	dbamp	-1.429293904	-0.433333333
dbAMP_08870	dbamp	-2.427594203	-0.272222222
dbAMP_08872	dbamp	-3.42366298	-0.177142857
dbAMP_08874	dbamp	-1.341419015	-0.1625
dbAMP_08931	dbamp	1.498600205	0.209090909
dbAMP_08942	dbamp	-0.495778871	0.397727273
dbAMP_08943	dbamp	-0.495778871	0.461363636
dbAMP_08955	dbamp	2.478303383	-0.140322581
dbAMP_08984	dbamp	-1.421116037	0.065277778
dbAMP_08990	dbamp	-1.446220641	-0.533333333
dbAMP_09022	dbamp	5.628031316	-0.010769231
dbAMP_09049	dbamp	1.824840911	0.000444444
dbAMP_09060	dbamp	3.588544856	-1.292592593
dbAMP_09064	dbamp	3.567577334	0.053521127
dbAMP_09065	dbamp	3.479282384	0.266197183
dbAMP_09170	dbamp	6.631820779	-0.537288136
dbAMP_09192	dbamp	-0.49535365	-1.271428571
dbAMP_09193	dbamp	0.500344688	-1.271428571
dbAMP_09280	dbamp	-5.435445973	0.1359375
dbAMP_09295	dbamp	-13.83939226	-0.183137255
dbAMP_09309	dbamp	-6.139767155	-0.055294118
dbAMP_09310	dbamp	-6.129866165	-0.048627451
dbAMP_09311	dbamp	-6.129866165	-0.048627451
dbAMP_09312	dbamp	-7.127055703	-0.069411765
dbAMP_09339	dbamp	0.452270997	-0.183928571
dbAMP_09345	dbamp	-0.354228671	-0.416216216
dbAMP_09351	dbamp	-0.497590332	0.429545455
dbAMP_09352	dbamp	-0.497590332	0.359090909
dbAMP_09380	dbamp	2.514527934	-0.505102041
dbAMP_09393	dbamp	3.474680461	-0.114
dbAMP_09405	dbamp	2.623555391	0.185964912
dbAMP_09406	dbamp	3.62255639	0.085964912
dbAMP_09407	dbamp	2.623555391	0.140350877
dbAMP_09408	dbamp	3.62255639	-0.005263158
dbAMP_09409	dbamp	3.535382202	-0.010526316
dbAMP_09410	dbamp	3.535382202	-0.015789474
dbAMP_09411	dbamp	2.623555391	0.140350877
dbAMP_09412	dbamp	2.623555391	0.129824561
dbAMP_09416	dbamp	4.534261441	-0.003508772
dbAMP_09417	dbamp	4.534261441	-0.00877193
dbAMP_09419	dbamp	3.63134662	0.033333333
dbAMP_09426	dbamp	-3.122705914	0.031730769
dbAMP_09432	dbamp	7.492988599	-0.084313725
dbAMP_09436	dbamp	0.593365518	0.032967033
dbAMP_09437	dbamp	-6.34520424	0.404545455
dbAMP_09439	dbamp	-5.516210333	0.157692308
dbAMP_09445	dbamp	-26.38274038	-0.259607843
dbAMP_09447	dbamp	3.739937708	-0.478333333
dbAMP_09448	dbamp	4.738816947	-0.426666667
dbAMP_09452	dbamp	-1.409417142	0.606818182
dbAMP_09454	dbamp	-18.04427441	-0.358039216
dbAMP_09457	dbamp	0.658514006	0.226829268
dbAMP_09462	dbamp	1.746623633	-0.176
dbAMP_09466	dbamp	13.56776003	-0.246039604
dbAMP_09477	dbamp	-0.429415663	-0.211111111
dbAMP_09487	dbamp	2.720068749	-0.670731707
dbAMP_09495	dbamp	-29.11284846	-0.33254902
dbAMP_09496	dbamp	-28.11565892	-0.320392157
dbAMP_09497	dbamp	-28.11565892	-0.317254902
dbAMP_09502	dbamp	6.475472921	-0.357377049
dbAMP_09560	dbamp	4.501949608	1.009090909
dbAMP_09574	dbamp	-12.24265701	-0.621568627
dbAMP_09657	dbamp	4.897951773	-0.505882353
dbAMP_09696	dbamp	1.727523401	0.186206897
dbAMP_09707	dbamp	1.758103612	0.871428571
dbAMP_09713	dbamp	-0.239898386	-0.544444444
dbAMP_09716	dbamp	-0.152490678	0.959322034
dbAMP_09718	dbamp	-2.265548373	0.84
dbAMP_09719	dbamp	-2.265548373	0.691428571
dbAMP_09720	dbamp	-2.265548373	0.629411765
dbAMP_09722	dbamp	1.843279798	0.523076923
dbAMP_09779	dbamp	1.836365811	-0.043478261
dbAMP_09808	dbamp	-1.244386952	-1.022222222
dbAMP_09809	dbamp	1.824588579	0.197916667
dbAMP_09810	dbamp	5.733286627	0.382
dbAMP_09811	dbamp	0.819364293	-0.359259259
dbAMP_09812	dbamp	2.819990212	-0.177419355
dbAMP_09813	dbamp	2.819990212	-0.177419355
dbAMP_09814	dbamp	-0.153723199	-0.585714286
dbAMP_09872	dbamp	3.610363656	-0.23304721
dbAMP_09899	dbamp	-1.03866067	1.266666667
dbAMP_09904	dbamp	1.044704055	0.5875
